aeea7c13.jpg, What is the case's pattern?, Floral
aeea7c13.jpg, What is the product type?, Case
aeea7c13.jpg, What is the case's design?, Printed
ee4ff036.jpg, What is the color of the knife?, Natural
ee4ff036.jpg, What is the object in the image?, Knife
ee4ff036.jpg, What is the material of the knife?, Plastic
1790ce17.jpg, What shape are the lights?, Spheres
1790ce17.jpg, What color are the lights?, White
1790ce17.jpg, What are the lights hanging from?, Wires
1790ce17.jpg, How many lights are visible?, 6
1790ce17.jpg, What is the lighting style?, String
615946a6.jpg, What color are the laces?, Blue
615946a6.jpg, What is the shoe's color?, Black
615946a6.jpg, What is the shoe style?, Sneakers
615946a6.jpg, What is on the heel?, White
b847cd0e.jpg, What is the case's color?, Multicolored
b847cd0e.jpg, What is the pattern orientation?, Vertical
b847cd0e.jpg, What is the case's material?, Soft
b847cd0e.jpg, How many colors are visible?, Four
b847cd0e.jpg, Is the case transparent?, Yes
acd1ca95.jpg, What color is the recliner?, Grey
acd1ca95.jpg, What type of furniture is this?, Chair
acd1ca95.jpg, Is the chair reclined?, No
acd1ca95.jpg, Is the chair fabric?, Yes
acd1ca95.jpg, Is the chair new?, Yes
fae42db6.jpg, What is the color of the phone screen?, Orange
fae42db6.jpg, What is written inside the lightbulb?, Idea
fae42db6.jpg, What shape is the rocket?, Arrow
fae42db6.jpg, What is the color of the pencil?, Green
fae42db6.jpg, What is the color of the phone case?, Black
aa32cab9.jpg, What color are the dumbbells?, orange
aa32cab9.jpg, How many dumbbells are there?, two
aa32cab9.jpg, What is written on the dumbbells?, 6LB
e46d4c10.jpg, What is the main color?, Green
e46d4c10.jpg, What is the object in the image?, Waterfall
e46d4c10.jpg, What is the object on the waterfall?, Bridge
e46d4c10.jpg, What is the case for?, Phone
f987b0b5.jpg, What is the background color?, red
f987b0b5.jpg, What is the object in the foreground?, roses
f987b0b5.jpg, How many roses are visible?, two
f987b0b5.jpg, What color are the roses?, red
f987b0b5.jpg, What is the product?, case
f987b0b5.jpg, What is the case's material?, plastic
81159a04.jpg, What color is the planter?, black
81159a04.jpg, What is the planter's shape?, cylindrical
81159a04.jpg, How many legs does the stand have?, four
81159a04.jpg, What is the planter's material?, ceramic
81159a04.jpg, What is the stand's material?, iron
50a1c330.jpg, What is the color of the feathers?, multicolored
50a1c330.jpg, What is the pattern above the feathers?, mandala
50a1c330.jpg, What is the background color behind the feathers?, black
50a1c330.jpg, What shape is the top pattern?, circle
50a1c330.jpg, What is the color of the circle's center?, yellow
31073141.jpg, What is the case's pattern?, Abstract
31073141.jpg, What is the case's color?, Multicolor
31073141.jpg, What is the case made of?, Plastic
31073141.jpg, What is the case's design?, Printed
6faf05df.jpg, What color is the shoe?, Black
6faf05df.jpg, What color is the sole?, White
6faf05df.jpg, What type of shoe is this?, Flat
dc212636.jpg, What shape are the objects?, Hexagon
dc212636.jpg, What is the color of the objects?, Silver
dc212636.jpg, Are the objects stacked?, Yes
dc212636.jpg, What are the objects made of?, Metal
dc212636.jpg, Are the objects shiny?, Yes
2d6df82d.jpg, question, answer
2d6df82d.jpg, What is the color of the sandal?, Lavender
2d6df82d.jpg, What type of footwear is this?, Sandal
2d6df82d.jpg, Is the sandal flat?, Yes
2d6df82d.jpg, Is the sandal open-toed?, Yes
2d6df82d.jpg, Is the sandal heeled?, No
98ec8aaf.jpg, What is the dominant color?, Blue
98ec8aaf.jpg, What is the product?, Case
98ec8aaf.jpg, Is the case colorful?, Yes
98ec8aaf.jpg, What shape is the blue blotch?, Square
98ec8aaf.jpg, Are there red areas?, Yes
20cc40bc.jpg, What is the color of the flatware?, Silver
20cc40bc.jpg, What material is the flatware made of?, Stainless
20cc40bc.jpg, What is the flatware's style?, Dotted
4da01688.jpg, What is the background color?, Black
4da01688.jpg, What color are the floral designs?, White
4da01688.jpg, Is the case patterned?, Yes
4da01688.jpg, Is the case dark?, Yes
4da01688.jpg, Is the case light?, No
830b7497.jpg, What color is the folder?, Green
830b7497.jpg, How many dividers are visible?, Two
830b7497.jpg, What is the folder's material?, Pressboard
830b7497.jpg, Are fasteners present?, Yes
830b7497.jpg, What is the folder's size?, Letter
7cab9cc3.jpg, question, answer
7cab9cc3.jpg, What color is the humidifier?, black
7cab9cc3.jpg, Is the humidifier transparent?, yes
7cab9cc3.jpg, Is there a knob?, yes
7cab9cc3.jpg, What is the product?, humidifier
7cab9cc3.jpg, Is the humidifier round?, yes
1bed1a1e.jpg, What shape is yellow?, Heart
1bed1a1e.jpg, What letter is visible?, N
1bed1a1e.jpg, What is the background color?, Black
1bed1a1e.jpg, What is the color of the stars?, Pink
1bed1a1e.jpg, What is the color of the heart?, Yellow
e03b5014.jpg, What is the case's pattern?, Geometric
e03b5014.jpg, What is the case's primary color?, Multi-colored
e03b5014.jpg, What is the case's material?, Plastic
e03b5014.jpg, Is the case colorful?, Yes
e03b5014.jpg, Is the case patterned?, Yes
43236157.jpg, What color is the case?, Green
43236157.jpg, What is the case's pattern?, Stripes
43236157.jpg, What is the case's material?, Plastic
d1ffc6db.jpg, What color is the clock's frame?, Black
d1ffc6db.jpg, What is the background color?, White
d1ffc6db.jpg, What is the shape of the clock?, Round
d1ffc6db.jpg, What is the clock's brand?, Solimo
d1ffc6db.jpg, What is the clock's face material?, Glass
d1ffc6db.jpg, What is the color of the grass?, Green
d1ffc6db.jpg, How many trees are visible?, Two
d1ffc6db.jpg, What number is at the top?, Twelve
d1ffc6db.jpg, What number is at the bottom?, Six
d1ffc6db.jpg, What is the clock's pattern?, Pasture
4b10ed17.jpg, What color is the belt?, Brown
4b10ed17.jpg, What is the belt made of?, Leather
4b10ed17.jpg, What is the belt's material?, Leather
4b10ed17.jpg, What is the belt's product type?, Accessory
4b10ed17.jpg, What is the belt's buckle color?, Silver
4b10ed17.jpg, What is the belt's primary color?, Brown
df72e22d.jpg, What is the background color?, Pink
df72e22d.jpg, What shape are the hearts?, Heart
df72e22d.jpg, How many bears are there?, Three
df72e22d.jpg, What is the bear holding?, Heart
df72e22d.jpg, What is the pattern?, Bears
c611b3a3.jpg, What color is the background?, black
c611b3a3.jpg, What is hanging?, flowers
c611b3a3.jpg, What is the flower container?, bottle
c611b3a3.jpg, What color are the flowers?, white
c611b3a3.jpg, What is the case for?, phone
cfd0511f.jpg, What color is the slipper?, Gray
cfd0511f.jpg, What type of footwear is this?, Slipper
cfd0511f.jpg, Is the slipper open or closed toe?, Open
41059683.jpg, How many multivitamin bottles?, two
41059683.jpg, How many melatonin bottles?, one
41059683.jpg, What is the color of the gummies?, red
41059683.jpg, What is the brand name?, solimo
41059683.jpg, What is the shape of the bottles?, round
ada734e9.jpg, What color is the top left?, Pink
ada734e9.jpg, What color is the top middle?, Yellow
ada734e9.jpg, What color is the top right?, Blue
ada734e9.jpg, What color is the bottom left?, White
ada734e9.jpg, What color is the bottom middle?, Gray
ada734e9.jpg, What is the pattern?, Abstract
ada734e9.jpg, What is the item?, Case
ada734e9.jpg, What is the material?, Canvas
ada734e9.jpg, What is the product type?, Case
ada734e9.jpg, What is the design?, Paint
aefdee2c.jpg, What is the shoe's closure?, Lace-Up
aefdee2c.jpg, What is the shoe's color?, Olive
aefdee2c.jpg, What is the color of the laces?, Blue
aefdee2c.jpg, What type of shoe is this?, Sneakers
aefdee2c.jpg, What is the toe shape?, Round
295eb349.jpg, What is the color of the case?, red
295eb349.jpg, What is written below the crown?, queen
295eb349.jpg, What shape is the camera cutout?, oval
295eb349.jpg, What is the pattern on the case?, glitter
295eb349.jpg, What is above the word queen?, crown
521265e5.jpg, What is the phone's brand?, Samsung
521265e5.jpg, What is the case's color?, Transparent
521265e5.jpg, What is the case's material?, Silicone
521265e5.jpg, What is the case's style?, Professional
521265e5.jpg, Is the phone in a case?, Yes
521265e5.jpg, Are there two phones?, Yes
521265e5.jpg, Is the case clear?, Yes
0cec639f.jpg, What is written on the case?, Easy
0cec639f.jpg, What is the case's background color?, Gray
0cec639f.jpg, What is the case's material?, Plastic
0cec639f.jpg, What is the case's design?, Text
30d1f79b.jpg, What color are the laces?, Black
30d1f79b.jpg, What is the color of the shoe?, Blue
30d1f79b.jpg, What is the color of the sole trim?, White
30d1f79b.jpg, What type of footwear is this?, Shoes
001f47da.jpg, What is the color of the phone case?, Teal
001f47da.jpg, What is on the phone case?, Beard
001f47da.jpg, What is the man wearing?, Glasses
001f47da.jpg, How many cameras are visible?, Three
001f47da.jpg, What is the material of the case?, Plastic
040607bc.jpg, What is the background color?, Black
040607bc.jpg, What is the pattern?, Stars
040607bc.jpg, What is the item?, Case
040607bc.jpg, What is the item's shape?, Rectangle
040607bc.jpg, What is the item's color?, Multicolor
76a3808e.jpg, What is the pattern's color?, Multi-colored
76a3808e.jpg, What is the pattern's dominant color?, Yellow
76a3808e.jpg, What is the object's shape?, Rectangle
76a3808e.jpg, What is the object's material?, Hard
76a3808e.jpg, What is the object's design?, Abstract
e462faab.jpg, What is the color on the left?, Pink
e462faab.jpg, What is the color on the right?, Blue
e462faab.jpg, What is the object in the middle?, Headphones
e462faab.jpg, How many colors are on the phone case?, Two
e462faab.jpg, What is the color of the headphones?, Blue
3767f415.jpg, What is the shape of the object in the center?, Sphere
3767f415.jpg, What fruit logo is visible?, Apple
3767f415.jpg, What is the background color?, Brown
3767f415.jpg, What is the object resting on?, Wood
3767f415.jpg, How many camera lenses are visible?, Two
ae71d810.jpg, What is the color of the headboard?, Gray
ae71d810.jpg, What is the shape of the headboard?, Rectangular
ae71d810.jpg, How many legs are visible?, Four
ae71d810.jpg, What is the color of the legs?, Black
ae71d810.jpg, What is the material of the headboard?, Fabric
acd952a1.jpg, What is the background color?, black
acd952a1.jpg, What is the shape of the white objects?, star
acd952a1.jpg, What is the pattern on the case?, stars
acd952a1.jpg, What color are the stars?, white
acd952a1.jpg, What is the case's primary color?, black
3feeda8e.jpg, What color is the chair?, Beige
3feeda8e.jpg, What is the back of the chair?, High
3feeda8e.jpg, How many armrests are visible?, Two
3feeda8e.jpg, What is the base made of?, Plastic
3feeda8e.jpg, What type of furniture is this?, Chair
3feeda8e.jpg, Is there a headrest?, Yes
3feeda8e.jpg, Are there wheels?, Yes
3feeda8e.jpg, What is the armrest color?, Black
3feeda8e.jpg, Is the chair padded?, Yes
3feeda8e.jpg, What is the seat shape?, Square
2c9d478d.jpg, What is the case's color?, Multicolor
2c9d478d.jpg, What is the case's design?, Sky
2c9d478d.jpg, What is the case's material?, Silicone
2c9d478d.jpg, What is the case's background color?, Blue
2c9d478d.jpg, What is the case's shape?, Rectangle
c4b73106.jpg, What color is the sandal?, Black
c4b73106.jpg, What is the sandal's toe style?, Open
c4b73106.jpg, What type of footwear is this?, Sandal
174de609.jpg, What color is the background?, Black
174de609.jpg, What is the pattern color?, White
174de609.jpg, What is the object?, Phone
50ed8e80.jpg, What shape is the tabletop?, Round
50ed8e80.jpg, What is the color of the legs?, Beige
50ed8e80.jpg, What is the table's primary material?, Glass
50ed8e80.jpg, What is the table's style?, Coffee
50ed8e80.jpg, What shape are the legs?, Rectangular
b41c280c.jpg, What shape is the sofa?, Sectional
b41c280c.jpg, What is the sofa's color?, Gray
b41c280c.jpg, How many legs are visible?, Four
b41c280c.jpg, What is the sofa's material?, Velvet
b41c280c.jpg, What is the sofa's product type?, SOFA
b41c280c.jpg, What is the sofa's style?, Modern
b41c280c.jpg, What is the sofa's brand?, Rivet
b41c280c.jpg, What is the sofa's frame?, Hardwood
b41c280c.jpg, What is the sofa's leg material?, Metal
b41c280c.jpg, What is the sofa's cushion type?, Reversible
8de6a814.jpg, What is the ring's primary color?, Blue
8de6a814.jpg, What shape is the center stone?, Oval
8de6a814.jpg, How many large stones are there?, Three
8de6a814.jpg, What is the ring made of?, Silver
8de6a814.jpg, What is the ring's product type?, FINERING
f00eccd5.jpg, What is the pattern?, Pandas
f00eccd5.jpg, What color are the pandas?, Black
f00eccd5.jpg, Are the pandas smiling?, Yes
f00eccd5.jpg, What is the background color?, White
f00eccd5.jpg, Are there multiple pandas?, Yes
5059c63b.jpg, What is the subject of the image?, Duck
5059c63b.jpg, What is the duck doing?, Swimming
5059c63b.jpg, What is the duck's reflection in?, Water
5059c63b.jpg, What is the background color?, Gray
5059c63b.jpg, What is the product?, Case
34535bbc.jpg, What is the case's pattern?, Birds
34535bbc.jpg, What is the color of the birds' crowns?, Yellow
34535bbc.jpg, How many birds are visible?, Two
34535bbc.jpg, What is the case's background color?, Green
34535bbc.jpg, What is the shape of the logo?, Apple
3f723734.jpg, What color is the bottom layer?, Blue
3f723734.jpg, What is the top layer's color?, White
3f723734.jpg, Is the item folded?, Yes
3f723734.jpg, Is the item flat?, Yes
7c0234b8.jpg, What is the case's background color?, Blue
7c0234b8.jpg, What shape are the orange icons?, Heart
7c0234b8.jpg, What brand logo is visible?, Motorola
7c0234b8.jpg, What word is vertically centered and largest?, Karma
7c0234b8.jpg, What is the case's material?, Plastic
46fba7c1.jpg, What color is the phone case?, Pink
46fba7c1.jpg, What shape are the designs?, Hearts
46fba7c1.jpg, What is the pattern on the case?, Hearts
46fba7c1.jpg, What is the color of the ribbon?, Red
46fba7c1.jpg, What is the color of the background?, Pink
e677ed36.jpg, What is the heel shape?, Block
e677ed36.jpg, What is the toe shape?, Pointed
e677ed36.jpg, What is the boot height?, Ankle
e677ed36.jpg, What color is the boot?, Blue
e677ed36.jpg, What is the closure type?, Zip
e677ed36.jpg, Is there a buckle?, Yes
3b0503b7.jpg, What is the case's primary color?, Gray
3b0503b7.jpg, What shape is the camera cutout?, Square
3b0503b7.jpg, What is the case's pattern?, Geometric
3b0503b7.jpg, What is the case made of?, Plastic
3b0503b7.jpg, Is the case colorful?, Yes
e2cd08a2.jpg, What color is the sandal?, Black
e2cd08a2.jpg, What type of footwear is this?, Sandal
e2cd08a2.jpg, Is the heel thick?, Yes
e2cd08a2.jpg, Is the toe open?, Yes
e2cd08a2.jpg, Is the sandal made of fabric?, Yes
387842e5.jpg, What is the color of the nuts?, Silver
387842e5.jpg, What is the shape of the nuts?, Hexagon
387842e5.jpg, Are there many nuts?, Yes
387842e5.jpg, Are the nuts metallic?, Yes
387842e5.jpg, Is the background white?, Yes
affccd84.jpg, What is the shoe's color?, Green
affccd84.jpg, What is the shoe's closure?, Lace-up
affccd84.jpg, What is the shoe's toe style?, Round
affccd84.jpg, What are these?, Shoes
2bdfe4be.jpg, What color are the boots?, black
2bdfe4be.jpg, What is the closure type?, lace-up
2bdfe4be.jpg, What shape is the toe?, round
2bdfe4be.jpg, What is the sole color?, brown
2bdfe4be.jpg, How many eyelets are visible?, six
427412bd.jpg, What shape are the designs?, Stars
427412bd.jpg, What color are the stars?, Golden
427412bd.jpg, What is the background color?, Brown
3dff8fcf.jpg, What is the color of the top part?, Yellow
3dff8fcf.jpg, What is the color of the logo?, Black
3dff8fcf.jpg, What is the color of the vertical line?, Red
3dff8fcf.jpg, What is the color of the bottom part?, Yellow
3dff8fcf.jpg, What is the color of the horizontal line?, Red
746f90eb.jpg, What color is the mop?, Blue
746f90eb.jpg, What is the mop's pattern?, Striped
ca79fa9b.jpg, What shape is repeated?, heart
ca79fa9b.jpg, What is the case's background?, white
ca79fa9b.jpg, What is the case's color?, multicolored
ca79fa9b.jpg, What is on the back?, hearts
ca79fa9b.jpg, What is the pattern?, hearts
ed670547.jpg, What color is the base?, Black
ed670547.jpg, What is the pump's material?, Metal
ed670547.jpg, What shape is the float?, Round
ed670547.jpg, What color is the float?, Black
ed670547.jpg, What is the pump sitting on?, Base
ed670547.jpg, What is the pump's primary color?, Silver
ed670547.jpg, What is attached to the pump?, Float
ed670547.jpg, What is the float connected to?, Pump
ed670547.jpg, What is on top of the pump?, Handle
ed670547.jpg, What is the handle made of?, Metal
11cc14fc.jpg, What is the case's primary color?, Multicolor
11cc14fc.jpg, What is the case's material?, Silicone
11cc14fc.jpg, What is the case's design?, Abstract
11cc14fc.jpg, What is the case's shape?, Rectangle
11cc14fc.jpg, What is the case's pattern?, Abstract
8d6079e2.jpg, What is the case's background color?, Pink
8d6079e2.jpg, What word is written in cursive?, Girl
8d6079e2.jpg," What word is below ""Girl""?", Boss
8d6079e2.jpg, What is the case's pattern?, Sparkle
8d6079e2.jpg, What is the case's material?, Silicon
8a906058.jpg, What is the pattern?, Brick
8a906058.jpg, What color is the brick?, Red
8a906058.jpg, What is the object?, Phone
8a906058.jpg, What is the object's shape?, Rectangle
8a906058.jpg, What is on the right side?, Purple
c71be7ee.jpg, What is the color of the straw?, Yellow
c71be7ee.jpg, What fruit is visible?, Lemon
c71be7ee.jpg, What is the logo?, Apple
c71be7ee.jpg, What is inside the bottle?, Liquid
c71be7ee.jpg, What is the color of the leaf?, Green
4f764daa.jpg, What is the case's primary color?, Multicolor
4f764daa.jpg, What animal is depicted?, Lion
4f764daa.jpg, What color is the eye?, Blue
4f764daa.jpg, Is the case transparent?, Yes
4f764daa.jpg, What is the case's material?, Silicone
d5033f12.jpg, What color is the machine?, White
d5033f12.jpg, What is next to the machine?, Table
d5033f12.jpg, What is the machine sitting on?, Table
d5033f12.jpg, What is connected to the machine?, Cord
d5033f12.jpg, What is the shape of the table?, Rectangle
d5033f12.jpg, What is the color of the knob?, Blue
d5033f12.jpg, What is the color of the pedal?, Black
d5033f12.jpg, What is the color of the cord?, Black
d5033f12.jpg, What is the material of the table?, Plastic
d5033f12.jpg, What is the color of the base?, White
11e28ccf.jpg, What is the case's color?, Multicolor
11e28ccf.jpg, What is the dominant color?, Multicolor
11e28ccf.jpg, What is the case's pattern?, Blocks
11e28ccf.jpg, What is the case's material?, Silicon
11e28ccf.jpg, What is the case's design?, Abstract
344bc7fc.jpg, What color is the pot?, Red
344bc7fc.jpg, What shape is the pot?, Round
344bc7fc.jpg, Is there a lid?, Yes
344bc7fc.jpg, What is the pot's material?, Iron
344bc7fc.jpg, What is the pot's finish?, Enamel
344bc7fc.jpg, What is the pot's color?, Red
993ddc0a.jpg, What is the box's color?, beige
993ddc0a.jpg, What is printed on the box?, amazonbasics
993ddc0a.jpg, What is the box's shape?, rectangular
993ddc0a.jpg, What direction do the arrows point?, up
993ddc0a.jpg, What is the box's material?, cardboard
9cbc7369.jpg, What is the main subject depicted?, Skeleton
9cbc7369.jpg, What color is the background?, Black
9cbc7369.jpg, What is the product type?, Case
9cbc7369.jpg, Are there butterflies present?, Yes
9cbc7369.jpg, Is the skeleton wearing flowers?, Yes
c00b58a2.jpg, What is the main design?, Skull
c00b58a2.jpg, What color is the background?, Red
c00b58a2.jpg, What is the case for?, Phone
c00b58a2.jpg, What shape is the design?, Skull
c00b58a2.jpg, What color is the skull?, White
9ac3f056.jpg, What is the main color?, Green
9ac3f056.jpg, What is the object in the foreground?, Cactus
9ac3f056.jpg, What is the pattern?, Plant
9ac3f056.jpg, What is the background?, Green
9ac3f056.jpg, What is the object?, Phone
0b0d39b3.jpg, What is the case's background?, Candies
0b0d39b3.jpg, What is the case's shape?, Rectangle
0b0d39b3.jpg, What is the case's brand?, Apple
0b0d39b3.jpg, What is the case's material?, Hard
0b0d39b3.jpg, What is the case's design?, 3D
9bc09e8f.jpg, What is the ring's color?, gold
9bc09e8f.jpg, What is the shape of the stone?, round
9bc09e8f.jpg, What is the ring made of?, gold
9bc09e8f.jpg, What is the stone's color?, white
9bc09e8f.jpg, What is the ring's material?, metal
9bc09e8f.jpg, What is the ring's band color?, gold
9bc09e8f.jpg, What is the ring's band material?, metal
9bc09e8f.jpg, What is the ring's metal color?, gold
9bc09e8f.jpg, What is the ring's metal material?, metal
9bc09e8f.jpg, What is the ring's stone type?, crystal
56a6e629.jpg, What color is dominant?, Pink
56a6e629.jpg, What shape is the camera?, Circle
56a6e629.jpg, What is the pattern?, Swirls
56a6e629.jpg, Is the case shiny?, Yes
56a6e629.jpg, What is the case for?, Phone
8c2dae69.jpg, What is the shoe's color?, black
8c2dae69.jpg, What is the shoe's material?, leather
8c2dae69.jpg, What is the shoe's style?, loafers
8c2dae69.jpg, What is the heel's material?, wood
8c2dae69.jpg, What is the shoe's closure?, slip-on
ecb3a1fb.jpg, What color is the handle?, Black
ecb3a1fb.jpg, How many screws are visible?, Four
ecb3a1fb.jpg, What shape is the handle?, Cylindrical
ecb3a1fb.jpg, What is the handle made of?, Metal
ecb3a1fb.jpg, What is the handle's finish?, Flat
3069cbb6.jpg, What is the background color?, Black
3069cbb6.jpg, What is the pattern?, Butterflies
3069cbb6.jpg, What is the butterfly color?, Gold
3069cbb6.jpg, What is the case's material?, Plastic
3069cbb6.jpg, What is the product?, Case
7e9e36d3.jpg, What color are the shoes?, Black
7e9e36d3.jpg, What is the closure type?, Lace-Up
7e9e36d3.jpg, What is the toe style?, Round
7e9e36d3.jpg, What is the shoe style?, Sneakers
7e9e36d3.jpg, What is the material?, Nubuck
a042c2e3.jpg, What is the case's primary color?, multi-colored
a042c2e3.jpg, What is the case's pattern?, abstract
a042c2e3.jpg, What is the case's material?, hard
a042c2e3.jpg, What is the case's style?, designer
a042c2e3.jpg, What is the case's brand?, solimo
de7cc388.jpg, What is the case's background color?, Black
de7cc388.jpg, What is the design at the bottom?, Queen
de7cc388.jpg, What shape is the camera cutout?, Oval
de7cc388.jpg, What is the case's material?, Silicone
de7cc388.jpg, What is the case's primary color?, Black
9d377b7c.jpg, What is the shoe's closure?, Lace-Up
9d377b7c.jpg, What is the shoe's pattern?, Solid
9d377b7c.jpg, What is the shoe's style?, Derby
9d377b7c.jpg, What color is the shoe?, Navy
92a16cf4.jpg, What color is the pan?, Brown
92a16cf4.jpg, How many handles are visible?, Two
92a16cf4.jpg, What pattern is inside the pan?, Wood
92a16cf4.jpg, What shape is the pan?, Round
92a16cf4.jpg, What is the handle color?, Brown
af70e2b5.jpg, What is the flower color?, Purple
af70e2b5.jpg, What is the case's pattern?, Floral
af70e2b5.jpg, What is the case's material?, Silicon
af70e2b5.jpg, What is the case's style?, Patterned
af70e2b5.jpg, What is the case's color?, Multicolor
fa0710f3.jpg, What is the color on the left side?, pink
fa0710f3.jpg, What is the color on the right side?, green
fa0710f3.jpg, What is the object at the bottom?, headphones
fa0710f3.jpg, What is the color of the headphones?, green
fa0710f3.jpg, What is the item in the center?, camera
6453b1f1.jpg, What color is the shoe?, Green
6453b1f1.jpg, What is the sole color?, White
6453b1f1.jpg, What is the shoe type?, Sneaker
1f60458d.jpg, What color is the slipper?, Tan
1f60458d.jpg, What type of footwear is this?, Shoes
1f60458d.jpg, What is the material of the slipper?, Suede
1f60458d.jpg, What is the pattern on the trim?, Zigzag
1f60458d.jpg, What is the sole color?, Brown
77817631.jpg, What is the case's background color?, Pink
77817631.jpg, What animal is on the case?, Cat
77817631.jpg, What color are the cat's eyes?, Black
77817631.jpg, What color is the object the cat is holding?, Red
77817631.jpg, What is the case's shape?, Rectangle
634deba7.jpg, What color is the background?, black
634deba7.jpg, What is the pattern color?, white
634deba7.jpg, What shape is the camera cutout?, oval
634deba7.jpg, What is the pattern?, floral
cfe6c63c.jpg, What is the shoe's closure?, Lace-up
cfe6c63c.jpg, What shape is the toe?, Round
cfe6c63c.jpg, What is the heel type?, Flats
cfe6c63c.jpg, What is the shoe's color?, Beige
94626ef7.jpg, What is the duvet's color?, Red
94626ef7.jpg, What pattern is on the duvet?, Checks
94626ef7.jpg, What is the duvet's material?, Cotton
94626ef7.jpg, How many pillows are there?, Two
94626ef7.jpg, What is the duvet's style?, Set
34faa1c8.jpg, What color is the charger?, White
34faa1c8.jpg, What shape is the charger?, Rectangular
34faa1c8.jpg, Is there a port visible?, Yes
9f6caac3.jpg, What is the item?, Shoe
9f6caac3.jpg, What color is the shoe?, Navy
9f6caac3.jpg, What is the shoe's closure?, Lace
0215e820.jpg, What color are the shoes?, Brown
0215e820.jpg, What is the closure type?, Lace-up
0215e820.jpg, What is the shoe style?, Oxford
0215e820.jpg, What is the pattern?, Textured
0215e820.jpg, What is the toe style?, Square
3af5d04f.jpg, What color are the baskets?, Brown
3af5d04f.jpg, How many baskets are there?, Two
3af5d04f.jpg, What material are the handles?, Leather
3af5d04f.jpg, What shape are the baskets?, Round
3af5d04f.jpg, What is the basket made of?, Metal
ca4b6f13.jpg, What is the color of the case?, Brown
ca4b6f13.jpg, What is written on the case?, Girl
ca4b6f13.jpg, What is the material of the case?, Wood
ca4b6f13.jpg, How many camera holes are there?, Three
ca4b6f13.jpg, What is the case's design?, Boss
a271d672.jpg, What color is the rock?, Yellow
a271d672.jpg, What is the primary color?, Yellow
a271d672.jpg, What is the pattern?, Rock
a271d672.jpg, What is the texture?, Rough
a271d672.jpg, What is the material?, Stone
a271d672.jpg, What is the background color?, White
a271d672.jpg, What is the object?, Phone
a271d672.jpg, What is the object's shape?, Rectangle
a271d672.jpg, What is the object's orientation?, Vertical
a271d672.jpg, What is the object's surface?, Textured
e3c330a9.jpg, What color is the circle?, Pink
e3c330a9.jpg, What shape are the hanging decorations?, Feathers
e3c330a9.jpg, What color is the background?, Black
e3c330a9.jpg, What is the pattern?, Dreamcatcher
e3c330a9.jpg, What is the material?, Plastic
ef6c8922.jpg, What is the case's color?, Yellow
ef6c8922.jpg, What is the flower's color?, Yellow
ef6c8922.jpg, What is the pattern's color?, Yellow
ef6c8922.jpg, What is the object in the image?, Phone
ef6c8922.jpg, What is the flower's quantity?, Two
ef6c8922.jpg, What is the case's material?, Hard
566d2e66.jpg, What color is the shoe?, Black
566d2e66.jpg, What is the shoe's style?, Slip-on
3d56c974.jpg, What color is the suitcase?, Blue
3d56c974.jpg, What is the product?, Suitcase
3d56c974.jpg, How many wheels are visible?, Four
3d56c974.jpg, Is there a handle?, Yes
3d56c974.jpg, Is the suitcase hard-sided?, Yes
a3d6a743.jpg, What is the shoe's closure?, Laces
a3d6a743.jpg, What is the toe shape?, Round
a3d6a743.jpg, What is the shoe's primary material?, Mesh
a3d6a743.jpg, What color are the laces?, Black
a3d6a743.jpg, What is the shoe's product type?, Sneakers
a3d6a743.jpg, What is the shoe's style?, Casual
a3d6a743.jpg, What is the shoe's color?, Multicolor
8e684818.jpg, What color are the berries?, Blue
8e684818.jpg, What is the color of the strawberries?, Red
8e684818.jpg, What is the product?, Case
8e684818.jpg, What is the case design?, Berries
8e684818.jpg, What is the case material?, Hard
0c42ac3c.jpg, What color is the heart?, Red
0c42ac3c.jpg, What is the background color?, Black
0c42ac3c.jpg, What shape is visible?, Heart
0c42ac3c.jpg, Is there a camera hole?, Yes
0c42ac3c.jpg, Is there a flash hole?, Yes
ab53d281.jpg, What is the case's primary color?, Multi-colored
ab53d281.jpg, What is the case's pattern?, Marble
ab53d281.jpg, Is the case colorful?, Yes
ab53d281.jpg, What is the case made of?, Hard
ab53d281.jpg, Is the case shiny?, No
166501ae.jpg, What color is the suitcase?, Grey
166501ae.jpg, How many wheels are visible?, Four
166501ae.jpg, What is the product?, Suitcase
166501ae.jpg, What is the handle's position?, Extended
166501ae.jpg, What is the material?, Polyester
e4991d24.jpg, What is the pattern on the case?, Camouflage
e4991d24.jpg, What color is the phone screen?, Blue
e4991d24.jpg, How many cameras are visible on the case?, Two
e4991d24.jpg, What time is displayed on the phone?, 8:08
e4991d24.jpg, What is the color of the case's border?, Black
d7f87110.jpg, What shape is the rug?, Rectangular
d7f87110.jpg, What color is the rug?, Pink
d7f87110.jpg, Is there a chair?, Yes
d7f87110.jpg, What is next to the chair?, Basket
d7f87110.jpg, What is the floor made of?, Wood
bd8d70bc.jpg, What color are the sandals?, Grey
bd8d70bc.jpg, What is the toe style of the sandals?, Open
bd8d70bc.jpg, What is the sole color?, White
bd8d70bc.jpg, What is the primary footwear?, Sandals
bd8d70bc.jpg, What is the material?, Synthetic
6777d305.jpg, What color is the letter?, gold
6777d305.jpg, What letter is displayed?, B
6777d305.jpg, What is the background color?, blue
6777d305.jpg, What is the pattern color?, gold
