image_name,question,answer
fd5ea64a.jpg,What is the closure type?,Peel
fd5ea64a.jpg,What is the envelope count?,Multiple
fd5ea64a.jpg,What is the envelope style?,Windowed
fd5ea64a.jpg,What is the envelope tint?,Tinted
ffc3cec2.jpg,What color are the boots?,Navy
ffc3cec2.jpg,What type of footwear is this?,Boots
ffc3cec2.jpg,What is the boot style?,Chelsea
51b31a92.jpg,What is the background color?,Purple
51b31a92.jpg,What is the product type?,Case
51b31a92.jpg,Is the design colorful?,Yes
71ef31eb.jpg,What is the background color?,Black
71ef31eb.jpg,What shape are the light figures?,Stars
71ef31eb.jpg,What is the case's material?,Silicon
71ef31eb.jpg,What is the case's color?,Multicolor
71ef31eb.jpg,What is the product type?,Case
3869921d.jpg,What is the pattern's color?,Multicolor
3869921d.jpg,What is the product?,Case
3869921d.jpg,What is the pattern?,Women
ae45351f.jpg,What is the sole color?,White
ae45351f.jpg,What is the shoe's closure?,Lace-Up
ae45351f.jpg,What is the color of the shoe's front?,Blue
ae45351f.jpg,What is the color of the shoe's side?,Green
ae45351f.jpg,What is the color of the shoe's top?,Tan
9a77eadb.jpg,What color is the boot?,Grey
9a77eadb.jpg,What type of footwear is this?,Boot
1e9afa28.jpg,What shape is visible?,heart
1e9afa28.jpg,What color is the heart?,red
1e9afa28.jpg,What is the product?,case
1e9afa28.jpg,What is the material?,plastic
1e9afa28.jpg,What is the pattern?,heart
d6f4a420.jpg,What is the girl's hair color?,Blonde
d6f4a420.jpg,What color is the dress?,Pink
d6f4a420.jpg,What is on the head?,Bow
d6f4a420.jpg,What color are the eyes?,Blue
d6f4a420.jpg,What is the pattern?,Cartoon
9e2661af.jpg,What shape is the rug?,Rectangular
9e2661af.jpg,What color is the rug?,Blue
9e2661af.jpg,What material is the rug made of?,Wool
9e2661af.jpg,What is next to the rug?,Basket
9e2661af.jpg,What is the rug's style?,Modern
ec97a343.jpg,What is the background color?,black
ec97a343.jpg,What shape are the pink objects?,circles
ec97a343.jpg,What is the color of the circles?,pink
ec97a343.jpg,Are there any circles?,yes
ec97a343.jpg,Is the object rectangular?,yes
822e49e2.jpg,What is the background color?,Teal
822e49e2.jpg,What is the shape of the object?,Rectangle
822e49e2.jpg,What is the object in the center?,Crown
822e49e2.jpg,What is the text in the image?,Prince
822e49e2.jpg,What is the color of the crown?,Gold
adb758ef.jpg,What is the product?,Case
adb758ef.jpg,What is the pattern?,Birds
adb758ef.jpg,What is the case's color?,Multi-colored
adb758ef.jpg,What is the case's material?,Hard
adb758ef.jpg,How many birds are there?,Two
3174d5da.jpg,What color is the loveseat?,Charcoal
3174d5da.jpg,What shape are the pillows?,Cylindrical
3174d5da.jpg,What is the furniture type?,Sofa
3174d5da.jpg,What is the leg material?,Metal
3174d5da.jpg,What is the upholstery?,Velvet
ad0327f7.jpg,What is the background color?,Orange
ad0327f7.jpg,What animal is pictured?,Giraffe
ad0327f7.jpg,What is the case made of?,Silicon
ad0327f7.jpg,What is the pattern on the case?,Sunshade
ad0327f7.jpg,What is the product type?,Case
3116dd2a.jpg,What color is the case?,Black
3116dd2a.jpg,What is the text color?,Pink
3116dd2a.jpg,What does the text say?,Vibes
3116dd2a.jpg,What is the product?,Case
c81d7d33.jpg,What color are the leaves?,green
c81d7d33.jpg,What shape is the frame?,square
c81d7d33.jpg,What is the frame color?,gold
c81d7d33.jpg,How many leaves are visible?,three
c81d7d33.jpg,What is the background color?,white
fd553ecd.jpg,What is the footwear's color?,Black
fd553ecd.jpg,What is the closure type?,Buckle
fd553ecd.jpg,What is the heel style?,Block
fd553ecd.jpg,What is the product type?,Sandal
fd553ecd.jpg,Is there a strap?,Yes
67f02a83.jpg,What is the background color?,Black
67f02a83.jpg,What shape are the decorations?,Hearts
67f02a83.jpg,Are there multiple colors?,Yes
67f02a83.jpg,What is the product?,Case
e52b66c3.jpg,What is the background color?,Orange
e52b66c3.jpg,What is the product type?,Case
e52b66c3.jpg,What is the pattern?,Smoke
e52b66c3.jpg,What is the brand?,Solimo
e52b66c3.jpg,What is the material?,Hard
690a2851.jpg,What is the product?,case
690a2851.jpg,What is the pattern?,candies
690a2851.jpg,What is the material?,hard
690a2851.jpg,What is the design?,3D
690a2851.jpg,What is the color?,multi-colored
2ae1cd41.jpg,What is the bag's color?,Peach
2ae1cd41.jpg,What is the bag's style?,Handbag
2ae1cd41.jpg,What is the bag's closure?,Zip
2ae1cd41.jpg,What is the bag's material?,Other
2ae1cd41.jpg,What is the bag's type?,Handbag
95d55a11.jpg,What is the product?,case
95d55a11.jpg,What is the pattern?,abstract
95d55a11.jpg,What is the case's style?,painted
95d55a11.jpg,What is the case's material?,hard
95d55a11.jpg,What is the case's color?,multicolored
46f9f617.jpg,What is the background color?,Multi-colored
46f9f617.jpg,What is the product?,Case
46f9f617.jpg,What is the case design?,Sky
97c438b3.jpg,What is the footwear's color?,Olive
97c438b3.jpg,What kind of toe does the shoe have?,Round
97c438b3.jpg,What is the footwear's style?,Ankle-Strap
97c438b3.jpg,What is the footwear's closure?,Slip-on
97c438b3.jpg,What is the heel type?,Flats
54298fef.jpg,What is the footwear's color?,Navy
54298fef.jpg,What is the footwear's type?,Boots
54298fef.jpg,What is the toe shape?,Pointed
d170f760.jpg,What color is the hook?,black
d170f760.jpg,What shape is the base?,circle
d170f760.jpg,What is the hook's finish?,matte
6f73ac32.jpg,What is the item?,Case
6f73ac32.jpg,What is the case's pattern?,Abstract
6f73ac32.jpg,What is the case's color?,Multicolor
6f73ac32.jpg,Is there a face?,Yes
34535bbc.jpg,What is the product?,case
34535bbc.jpg,What is the color of the birds?,gray
34535bbc.jpg,How many birds are there?,two
34535bbc.jpg,What is behind the phone?,foliage
34535bbc.jpg,What is the shape of the logo?,apple
6fc48533.jpg,What is the shoe's color?,Wine
6fc48533.jpg,What is the shoe's material?,Suede
6fc48533.jpg,What type of shoe is this?,Flat
b427b82d.jpg,What color is the frame?,Brown
b427b82d.jpg,What is inside the frame?,Picture
b427b82d.jpg,What is the frame material?,Wood
34ed44c5.jpg,What shape are the designs?,Stars
34ed44c5.jpg,What is the color of the stars?,Golden
34ed44c5.jpg,What is the pattern's color?,Multicolor
0d87d8ce.jpg,What is the shoe color?,Navy
0d87d8ce.jpg,What is the toe shape?,Round
0d87d8ce.jpg,What is the shoe style?,Running
0d87d8ce.jpg,What is the material?,Fabric
0d87d8ce.jpg,Are the shoes laced?,Yes
a7b0dc3b.jpg,What shape are the earrings?,stud
a7b0dc3b.jpg,What is the color of the earrings?,silver
5364d3f2.jpg,What is the case's color?,Multicolor
5364d3f2.jpg,What is the case's material?,Plastic
5364d3f2.jpg,What is the flower color?,Blue
5364d3f2.jpg,What is the product?,Case
5364d3f2.jpg,What is the design?,Floral
6cf88c55.jpg,How many drawers are visible?,Three
6cf88c55.jpg,What is the table's color?,Brown
6cf88c55.jpg,What is the table's shape?,Rectangular
6cf88c55.jpg,What is the drawer pull material?,Metal
6cf88c55.jpg,What is the number of legs?,Four
b16d86c2.jpg,What color are the shoes?,White
b16d86c2.jpg,What is the shoe style?,Low-Top
b16d86c2.jpg,What is the shoe material?,Leather
28d2c4d5.jpg,What is the case's color?,Multicolor
28d2c4d5.jpg,What is written on the case?,Takeiteasy
28d2c4d5.jpg,What is the case's material?,Silicon
28d2c4d5.jpg,What is the case's product type?,CELLULAR_PHONE_CASE
28d2c4d5.jpg,What is the case's brand?,Solimo
e6feac2a.jpg,What is the color of the shoes?,blue
e6feac2a.jpg,What type of footwear is shown?,mules
a0cd210d.jpg,What color are the shoes?,Black
a0cd210d.jpg,What type of closure is visible?,Slip-on
a0cd210d.jpg,What is the toe shape?,Round
6453b1f1.jpg,What color are the laces?,Green
6453b1f1.jpg,What color is the sole?,White
6453b1f1.jpg,What is the product?,Shoes
a7930975.jpg,What color is the phone case?,Blue
a7930975.jpg,What is the pattern on the left?,Textured
a7930975.jpg,What is the product?,Case
023ff2bf.jpg,What is the case's pattern?,Clouds
023ff2bf.jpg,What is the case's pattern?,Molecules
023ff2bf.jpg,What is the case's color?,Multi-colored
3be59f4b.jpg,What is the cup doing?,Smiling
3be59f4b.jpg,What is the color of the cup?,White
3be59f4b.jpg,What is the object hanging?,Cup
3be59f4b.jpg,What is the product?,Case
3be59f4b.jpg,What is the material?,Silicone
c7f318b3.jpg,What is the product type?,case
c7f318b3.jpg,What is the primary color?,pink
c7f318b3.jpg,What is the pattern?,abstract
c7f318b3.jpg,What is the material?,plastic
c7f318b3.jpg,What is the shape?,rectangle
a78c5d80.jpg,What is the background color?,black
a78c5d80.jpg,What are the figures doing?,embracing
a78c5d80.jpg,What is falling from the sky?,rain
a78c5d80.jpg,How many people are in the image?,two
a78c5d80.jpg,What is the image style?,drawing
76c33444.jpg,What is the background color?,blue
76c33444.jpg,What animal is on the case?,dog
76c33444.jpg,What shape is the bicycle wheel?,circle
76c33444.jpg,What instrument is pictured?,guitar
76c33444.jpg,What is the dog wearing?,hat
9ef65aa9.jpg,What color is the ottoman?,Grey
9ef65aa9.jpg,What shape is the ottoman?,Square
9ef65aa9.jpg,What is the ottoman made of?,Fabric
d95d91cd.jpg,What is the product's primary color?,Blue
d95d91cd.jpg,What is the product made of?,Plastic
d95d91cd.jpg,What is the pattern's color?,Green
7941253a.jpg,What color are the laces?,white
7941253a.jpg,What is the shoe style?,derby
7941253a.jpg,What color are the shoes?,green
7941253a.jpg,What is the closure type?,lace-up
7941253a.jpg,What is the toe style?,closed
ae80ce31.jpg,What shape is the clock?,Round
ae80ce31.jpg,What color is the frame?,Black
ae80ce31.jpg,What are the numbers on the clock?,Roman
ae80ce31.jpg,What is the frame made of?,Plastic
ae80ce31.jpg,What color are the hands?,Black
7ead26c4.jpg,What is the background color?,Black
7ead26c4.jpg,What is the text color?,Gold
7ead26c4.jpg,What is written on the case?,Girl
7ead26c4.jpg,What is written below Girl?,Boss
2758ee4c.jpg,What is the background color?,Multicolour
2758ee4c.jpg,What is the product?,Case
2758ee4c.jpg,What is the pattern?,Sky
2758ee4c.jpg,Is there a tree?,Yes
2758ee4c.jpg,What is the case made of?,Hard
fcb6c8bc.jpg,What is the pattern?,Bricks
fcb6c8bc.jpg,What is the case's shape?,Rectangle
fcb6c8bc.jpg,What is the case's color?,Orange
94716b2f.jpg,What color are the candles?,White
94716b2f.jpg,How many candles are visible?,Four
94716b2f.jpg,What shape are the candle holders?,Round
94716b2f.jpg,What material are the candle holders?,Glass
94716b2f.jpg,What is inside the glass holders?,Wax
c057932f.jpg,What is the pattern?,Floral
c057932f.jpg,What is the color?,Pink
c057932f.jpg,What is the material?,Plastic
28d6bb79.jpg,What color is the background?,Black
28d6bb79.jpg,What is the color of the text?,Gold
28d6bb79.jpg,What is written on the case?,Girl
28d6bb79.jpg,What is written below Girl?,Boss
0c221a18.jpg,What shape are the earrings?,round
0c221a18.jpg,What is the color of the earrings?,clear
0c221a18.jpg,What is the product type?,earring
1627470a.jpg,What is the color?,Steel
1627470a.jpg,What are the objects?,Slides
1627470a.jpg,What is the material?,Steel
1627470a.jpg,How many screws are there?,Twelve
04d588dd.jpg,What is the letter on the case?,H
04d588dd.jpg,What color is the button?,Red
04d588dd.jpg,What is the case's background?,Denim
04d588dd.jpg,What is the case's material?,Plastic
04d588dd.jpg,What is the case's color?,Multicolor
439b4a4d.jpg,What color is the stool?,Yellow
439b4a4d.jpg,What is the material of the legs?,Wood
439b4a4d.jpg,What is the product type?,Stool
439b4a4d.jpg,Is there a back on the stool?,Yes
439b4a4d.jpg,What is the color of the accents?,Gold
2f881ff6.jpg,What is the case's background?,Wood
2f881ff6.jpg,What is the leaf's color?,Yellow
2f881ff6.jpg,What is the case's color?,Multicolor
2f881ff6.jpg,What is the case's material?,Silicone
ac7dab16.jpg,What is the product type?,CELLULAR_PHONE_CASE
ac7dab16.jpg,What is the color of the product?,Others
ac7dab16.jpg,Is the product multicolored?,Yes
ac7dab16.jpg,What is the pattern on the case?,Paint
ac7dab16.jpg,What is the case made of?,Hard
0cea8f34.jpg,What is the necklace's color?,White
0cea8f34.jpg,What is the necklace made of?,Metal
0cea8f34.jpg,What is the necklace's product type?,FINENECKLACEBRACELETANKLET
0cea8f34.jpg,What is the necklace's material?,Metal
0cea8f34.jpg,What is the necklace's color?,Silver
19dd5e44.jpg,What is the case's color?,black
19dd5e44.jpg,What is on the shirt?,text
19dd5e44.jpg,What is the case's material?,hard
19dd5e44.jpg,What is the design on the case?,girl
19dd5e44.jpg,What is the girl doing?,flipping
6bddb1f0.jpg,What color is the loveseat?,Charcoal
6bddb1f0.jpg,How many cushions are visible?,Two
6bddb1f0.jpg,What is the product type?,Chair
6bddb1f0.jpg,What are the legs made of?,Wood
6bddb1f0.jpg,What shape are the legs?,Tapered
24e7f695.jpg,What is the color of the gloves?,Navy
24e7f695.jpg,What are these?,Gloves
24e7f695.jpg,What material are the gloves made of?,Cashmere
9616162f.jpg,How many bulbs are there?,six
9616162f.jpg,What color are the bulbs?,white
9616162f.jpg,What shape are the bulbs?,par38
839b858d.jpg,What color is the phone case?,Black
839b858d.jpg,What is the product type?,Case
839b858d.jpg,Is the case on a phone?,Yes
839b858d.jpg,Is the case flexible?,Yes
083b2a8f.jpg,What color is the hardware?,Bronze
083b2a8f.jpg,What shape is the knob?,Round
083b2a8f.jpg,What is the knob style?,Tulip
f4d9aaf3.jpg,What is the pattern?,Abstract
f4d9aaf3.jpg,What is the color of the phone case?,Multicolor
f4d9aaf3.jpg,What is the product?,Case
f0a82c4c.jpg,What is the case's color?,Multicolor
f0a82c4c.jpg,What is the case's material?,Silicon
f0a82c4c.jpg,What is the product type?,Case
f0a82c4c.jpg,What is the background color?,Blue
f0a82c4c.jpg,What is the case's pattern?,Water
8ed91320.jpg,What is the main design?,Skull
8ed91320.jpg,What color is the skull?,White
8ed91320.jpg,What colors are present?,Multicolor
8ed91320.jpg,Is there a skull?,Yes
8ed91320.jpg,What is the case's material?,Silicon
4a40f30d.jpg,What is the pattern?,Feather
4a40f30d.jpg,What is the case's color?,Multicolor
4a40f30d.jpg,What is the case made of?,Silicone
4a40f30d.jpg,What is the case's design?,Peacock
4f2579b6.jpg,What is the case's pattern?,Smiley
4f2579b6.jpg,What is the case's color?,Multicolor
4f2579b6.jpg,What is the item?,Case
1f3a0e85.jpg,What is the product?,case
1f3a0e85.jpg,What is the pattern?,stambh
1f3a0e85.jpg,What is the design?,printed
1f3a0e85.jpg,What is the material?,hard
1f3a0e85.jpg,What is the item?,cover
af3d6296.jpg,What is the pattern?,Herringbone
af3d6296.jpg,What is the case made of?,Plastic
af3d6296.jpg,What is the main color?,Brown
e3cd2c6b.jpg,What color is the table?,Oak
e3cd2c6b.jpg,What shape is the table?,Rectangle
e3cd2c6b.jpg,What is the table made of?,Wood
e3cd2c6b.jpg,What type of product is this?,Table
98e7c361.jpg,What is the bracelet's color?,Silver
98e7c361.jpg,What is the bracelet's material?,Metal
98e7c361.jpg,What is the bracelet's shape?,Link
0036a4e2.jpg,What is the color?,Red
0036a4e2.jpg,What is the pattern?,Texture
0036a4e2.jpg,What is the product?,Case
16636388.jpg,What is the subject?,Bird
16636388.jpg,What is the background color?,Blue
16636388.jpg,What is the ground like?,Cracked
16636388.jpg,What is the case's material?,Hard
16636388.jpg,What is the case's design?,Printed
92a90244.jpg,What is the product?,case
92a90244.jpg,What is the case's primary color?,red
92a90244.jpg,Are there water droplets?,yes
92a90244.jpg,Is the case shiny?,yes
6dc63309.jpg,What is the pattern?,Hearts
6dc63309.jpg,What color are the hearts?,Red
6dc63309.jpg,What is the background color?,White
6dc63309.jpg,What shape is repeated?,Heart
6dc63309.jpg,What is the product?,Case
ecf2f240.jpg,What is the case's color?,Multicolor
ecf2f240.jpg,What animal is on the case?,Kitten
ecf2f240.jpg,What is the case's material?,Silicone
ecf2f240.jpg,What is the case's pattern?,Printed
ecf2f240.jpg,What is the case's type?,Back
23f146e5.jpg,What toe style is visible?,Open
23f146e5.jpg,What is the footwear style?,Slippers
23f146e5.jpg,What color are the slippers?,Green
23f146e5.jpg,What is the strap color?,Black
78e0152a.jpg,What is the background color?,Blue
78e0152a.jpg,What is the item's material?,Plastic
78e0152a.jpg,What is the item's pattern?,Floral
78e0152a.jpg,What is the item's color?,Multicolor
78e0152a.jpg,What is the item?,Case
b5b45164.jpg,What is the background color?,Yellow
b5b45164.jpg,What is the item?,Case
b5b45164.jpg,What is on the case?,Shoes
b5b45164.jpg,What is the shoe color?,Black
b5b45164.jpg,How many shoes are there?,Two
f5d287d6.jpg,What is the cover's pattern?,Wood
f5d287d6.jpg,What color is the cover?,Multicolor
f5d287d6.jpg,What is the cover made of?,Plastic
f5d287d6.jpg,What is the cover's texture?,Wooden
f5d287d6.jpg,What is the product type?,Case
d999bf51.jpg,What color are the pillowcases?,Gray
d999bf51.jpg,How many pillowcases are there?,Two
d999bf51.jpg,What shape are the pillowcases?,Rectangular
b8ad2c6a.jpg,What is the background color?,Blue
b8ad2c6a.jpg,What is the pattern?,Butterflies
b8ad2c6a.jpg,What is the item?,Case
b8ad2c6a.jpg,What is the material?,Silicon
b8ad2c6a.jpg,What is the design?,Printed
673890b1.jpg,What color is the necklace?,White
673890b1.jpg,What shape is the diamond?,Round
673890b1.jpg,What is the product?,Necklace
b432396b.jpg,What animal is pictured?,Lion
b432396b.jpg,What is the background color?,Multicolor
a77a27dd.jpg,What color is the ring?,White
a77a27dd.jpg,What is the ring made of?,Metal
a77a27dd.jpg,What is the product?,Ring
fab2787f.jpg,What is the background color?,Multi-colored
fab2787f.jpg,What is the product?,Case
fab2787f.jpg,What is the landscape?,Mountain
992b2cf6.jpg,What is the material?,wood
992b2cf6.jpg,What is the color?,brown
992b2cf6.jpg,What is the pattern?,wood
992b2cf6.jpg,What is the shape?,rectangle
992b2cf6.jpg,What is the orientation?,vertical
ffea438a.jpg,What is the subject?,Parrot
ffea438a.jpg,What is the case's pattern?,Printed
ffea438a.jpg,What is the case's material?,Hard
ffea438a.jpg,What is the case's color?,Multicolor
ffea438a.jpg,What is the case's type?,Back
7f6cea5c.jpg,What is the product?,Case
7f6cea5c.jpg,What is the case's pattern?,Scales
7f6cea5c.jpg,What is the case's color?,Multicolor
1786008a.jpg,What color is the case?,Pink
1786008a.jpg,What is the pattern on the top?,Dots
1786008a.jpg,What is the character on the case?,Kitty
1786008a.jpg,What is the material of the case?,Silicone
1786008a.jpg,What is the shape around the kitty?,Oval
ca7c21e9.jpg,What is the pattern?,Pandas
ca7c21e9.jpg,What color are the pandas?,Black
ca7c21e9.jpg,What is the case's material?,Silicon
ca7c21e9.jpg,What is the case's style?,Pattern
ca7c21e9.jpg,What is the case's color?,Multicolor
443cfc60.jpg,What color are the chairs?,Black
443cfc60.jpg,How many chairs are there?,Two
443cfc60.jpg,What is on the chairs?,Cushions
443cfc60.jpg,What is the product type?,Chair
443cfc60.jpg,What is the material?,Aluminum
7b0c92f6.jpg,What is the background color?,Black
7b0c92f6.jpg,What is the pattern?,Stars
7b0c92f6.jpg,What is the case material?,Silicon
7b0c92f6.jpg,What is the case style?,Pattern
c82b7a5f.jpg,What is the case's color?,Multicolor
c82b7a5f.jpg,What is the case's material?,Silicon
c82b7a5f.jpg,What is the pattern on the case?,Wood
c82b7a5f.jpg,What is the case's background color?,Brown
c82b7a5f.jpg,What shape is the camera lens?,Circle
08024f8f.jpg,What color is the gemstone?,Blue
08024f8f.jpg,What is the chain color?,Silver
08024f8f.jpg,What is the item?,Necklace
08024f8f.jpg,What shape is the gemstone?,Square
3268eb71.jpg,What is the shoe's color?,Grey
3268eb71.jpg,What is the shoe's style?,Loafer
3268eb71.jpg,What is the product type?,Shoes
addfc310.jpg,What is the shoe color?,Brown
addfc310.jpg,What is the shoe material?,Suede
addfc310.jpg,What type of shoe is this?,Boot
f14167c5.jpg,What shape is featured?,heart
f14167c5.jpg,What is the color of one heart?,pink
f14167c5.jpg,What is the color of another heart?,green
f14167c5.jpg,What is the color of another heart?,blue
f14167c5.jpg,What pattern is in the background?,dots
b4c4c6a3.jpg,What is the product type?,shoes
b4c4c6a3.jpg,What is the color of the straps?,multicolored
b4c4c6a3.jpg,Are the straps shiny?,yes
e2e74d51.jpg,What is the background color?,Yellow
e2e74d51.jpg,What is the product?,Case
e2e74d51.jpg,Is the case hard?,Yes
e2e74d51.jpg,Is the case 3D printed?,Yes
e2e74d51.jpg,What is the material?,Hard
6a80a36c.jpg,What shape is repeated?,hearts
6a80a36c.jpg,What color are some of the hearts?,green
6a80a36c.jpg,What is the background color?,brown
6a80a36c.jpg,What is the product?,case
6a80a36c.jpg,What is the pattern?,hearts
6bd35fbe.jpg,What is the background color?,Black
6bd35fbe.jpg,What fruit logo is visible?,Apple
6bd35fbe.jpg,What is the moon's color?,Orange
6bd35fbe.jpg,What animal is silhouetted?,Cat
6bd35fbe.jpg,What is the product?,Case
c978ce88.jpg,What color is the phone case?,Yellow
c978ce88.jpg,What is written on the case?,Lovebirds
c978ce88.jpg,What is the case made of?,Plastic
c978ce88.jpg,What is the pattern on the case?,Printed
dc58a5c3.jpg,What is the background color?,Blue
dc58a5c3.jpg,What is the flower color?,Pink
dc58a5c3.jpg,What is the product?,Case
dc58a5c3.jpg,What is the flower color?,White
62403eec.jpg,What color are the curtains?,Black
62403eec.jpg,How many curtain panels are there?,Two
62403eec.jpg,What is the product type?,Home
c8a7def1.jpg,What color is the band?,Red
c8a7def1.jpg,What is the main color?,White
c8a7def1.jpg,What is the product?,Skirt
7367a27c.jpg,What is the background color?,Green
7367a27c.jpg,What is the pattern?,Love
7367a27c.jpg,Is the case transparent?,Yes
7367a27c.jpg,How many camera lenses are visible?,4
7367a27c.jpg,What is the product?,Case
70774490.jpg,What is the background color?,Black
70774490.jpg,What shape are the repeating figures?,Circle
70774490.jpg,What is the color of the circles?,Pink
70774490.jpg,Is the cover patterned?,Yes
70774490.jpg,Are there multiple colors?,Yes
48bf971a.jpg,What is the flower color?,Purple
48bf971a.jpg,What is the product?,Case
48bf971a.jpg,What is the pattern?,Floral
f1f4be85.jpg,What color is the shoe?,Black
f1f4be85.jpg,What is the closure type?,Slip-on
f1f4be85.jpg,What is the toe style?,Round
4e78da28.jpg,What shape is repeated?,heart
4e78da28.jpg,What is the background color?,pink
8dca8bfa.jpg,What is the sofa's color?,Grey
8dca8bfa.jpg,What kind of legs does the sofa have?,Wood
8dca8bfa.jpg,What is the sofa's product type?,SOFA
8dca8bfa.jpg,How many back cushions are there?,Two
7e372e38.jpg,What is the product?,case
7e372e38.jpg,What is the pattern?,abstract
7e372e38.jpg,What is the main color?,multicolored
7e372e38.jpg,What is the material?,hard
7e372e38.jpg,What is the design?,printed
22467740.jpg,What is the cover's color?,Multicolor
22467740.jpg,What animal is on the cover?,Bear
22467740.jpg,What word is on the heart?,Love
22467740.jpg,What is the cover's material?,Silicone
22467740.jpg,What is the cover's product type?,Case
cb8e2c7f.jpg,What color is the handle?,Brass
cb8e2c7f.jpg,What shape is the handle?,Curved
cb8e2c7f.jpg,What is the handle made of?,Metal
270f963d.jpg,What is the shoe color?,Navy
270f963d.jpg,What is the shoe style?,Loafers
270f963d.jpg,What is the sole color?,Beige
270f963d.jpg,What is the pattern?,Solid
270f963d.jpg,What is the toe shape?,Pointed
bf3986bc.jpg,What shape is the candy?,Heart
bf3986bc.jpg,What color is the top portion of the case?,Blue
bf3986bc.jpg,What is the candy's color?,Pink
bf3986bc.jpg,What is the candy's shape?,Heart
bf3986bc.jpg,What is the case's color?,Blue
0ac9bbd7.jpg,What color is the filter?,Red
0ac9bbd7.jpg,What is the filter attached to?,Faucet
0ac9bbd7.jpg,What is the material of the faucet?,Metal
0ac9bbd7.jpg,What shape is the filter?,Cylinder
0ac9bbd7.jpg,What color is the valve?,Black
92b42cdf.jpg,What is the case's pattern?,Scales
92b42cdf.jpg,What color are the scales?,Yellow
92b42cdf.jpg,What shape are the scales?,Semi-circle
92b42cdf.jpg,Is there a camera hole?,Yes
92b42cdf.jpg,What is the case's material?,Hard
8815d3f5.jpg,What shape is repeated?,Triangle
8815d3f5.jpg,What is the case's color?,Multicolor
8815d3f5.jpg,What is the pattern's color?,Multicolor
8815d3f5.jpg,What is the item's material?,Plastic
f4d22811.jpg,What letter is displayed?,Y
f4d22811.jpg,What is the case's color?,Multicolored
f4d22811.jpg,What material is the case?,Plastic
f4d22811.jpg,What is the background color?,Black
9b4a9fc3.jpg,What color is the moon?,red
9b4a9fc3.jpg,What is the background color?,black
9b4a9fc3.jpg,What is the product?,case
ebe33d0e.jpg,What is the color of the straw?,Orange
ebe33d0e.jpg,What is the color of the liquid?,Orange
ebe33d0e.jpg,What is written on the case?,Summer
ebe33d0e.jpg,What is the color of the fruit?,Yellow
ebe33d0e.jpg,What is the color of the other straw?,Green
c705634c.jpg,What is the background color?,Blue
c705634c.jpg,What is the expression on the case?,Happy
c705634c.jpg,What is the item?,Case
8742aac0.jpg,What is the color?,Gold
99021a55.jpg,What is the product?,case
99021a55.jpg,What is the case's pattern?,abstract
99021a55.jpg,What is the case's color?,multicolored
99021a55.jpg,What is the case's material?,hard
99021a55.jpg,What is the case's design?,printed
a77d2e71.jpg,What shape is in the center?,Heart
a77d2e71.jpg,What is the case's color?,Multicolor
a77d2e71.jpg,What is the case's material?,Silicone
aa74de7c.jpg,What is the main color of the boat?,Brown
aa74de7c.jpg,What is the color of the jacket?,Yellow
aa74de7c.jpg,What is behind the lake?,Mountains
d79268c4.jpg,What is the case's primary color?,Teal
d79268c4.jpg,What is the case's material?,Silicon
d79268c4.jpg,What is the case's pattern?,Water
d79268c4.jpg,What is the case's design?,Printed
d79268c4.jpg,What is the case's shape?,Rectangular
47db1d91.jpg,How many hooks are there?,Five
47db1d91.jpg,What color are the hooks?,Black
47db1d91.jpg,What is the base made of?,Wood
18a5bc92.jpg,What color is the chair?,Blue
18a5bc92.jpg,What is the chair's pattern?,Solid
18a5bc92.jpg,What is the product type?,Chair
18a5bc92.jpg,What color are the legs?,Black
18a5bc92.jpg,Is there a pillow?,Yes
f6cd871e.jpg,What is the color?,Charcoal
f6cd871e.jpg,What is the texture?,Leather
5a4b88ed.jpg,What color is the loveseat?,Walnut
5a4b88ed.jpg,What is the material of the loveseat?,Leather
5a4b88ed.jpg,What type of furniture is this?,SOFA
5a4b88ed.jpg,How many cushions are visible?,Two
5a4b88ed.jpg,What is the style of the loveseat?,Transitional
e7a798a8.jpg,What color is the background?,Black
e7a798a8.jpg,What is the color of the text?,Gold
e7a798a8.jpg,What is written on the cover?,Girl
e7a798a8.jpg,What is written on the cover below Girl?,Boss
dc9814c5.jpg,What pattern is on the sandal?,Stars
dc9814c5.jpg,What color is the sandal?,Black
dc9814c5.jpg,What are the straps doing?,Crossing
0957cacd.jpg,What is the background color?,black
0957cacd.jpg,What is the object hanging?,flowers
0957cacd.jpg,What is the flower container?,bottle
0957cacd.jpg,What color are the flowers?,white
0957cacd.jpg,What is the flower type?,baby's breath
61e17ebe.jpg,What color is the dresser?,Grey
61e17ebe.jpg,How many drawers are there?,Six
61e17ebe.jpg,What shape is the dresser?,Rectangular
61e17ebe.jpg,What is the dresser made of?,Wood
a8258b2b.jpg,What is the color of the butterflies?,Blue
a8258b2b.jpg,What is the background color?,Blue
a8258b2b.jpg,What is the material of the case?,Silicon
a8258b2b.jpg,What is the pattern on the case?,Butterflies
a8258b2b.jpg,What is the product type?,Case
37396d70.jpg,What color is the shoe?,Black
37396d70.jpg,Is there a bow on the shoe?,Yes
37396d70.jpg,What type of shoe is this?,Flat
90523f47.jpg,What color is the sandal strap?,Black
90523f47.jpg,What type of footwear is this?,Sandal
905ea020.jpg,What is the flower color?,blue
905ea020.jpg,What is the background color?,brown
905ea020.jpg,What is the product?,case
509a69c5.jpg,What is the shoe closure?,Lace-Up
